# timestamp [ns], vertex-id, mission-id, p_G_Ix [m], p_G_Iy [m], p_G_Iz [m], q_G_Iw, q_G_Ix, q_G_Iy, q_G_Iz, p_M_Ix [m], p_M_Iy [m], p_M_Iz [m], q_M_Iw, q_M_Ix, q_M_Iy, q_M_Iz, v_Mx [m/s], v_My [m/s], v_Mz [m/s], bgx [rad/s], bgy [rad/s], bgz [rad/s], bax [m/s^2], bay [m/s^2], baz [m/s^2]
1605256113690482026, bb73eb86909460163b00000000000000, 9c69a4b18f9460160f00000000000000, -0.0445627527586587, 0.0872081804237437, 0.0869547131317089, 0.999931353848697, -0.0097622377644329, 0.00370271307936781, 0.00531753890393349, -0.0445627527586587, 0.0872081804237437, 0.0869547131317089, 0.999931353848697, -0.0097622377644329, 0.00370271307936781, 0.00531753890393349, -0.0519657835333695, 0.0386530838118315, 0.00231544902689173, -0.000677584297255189, -0.000984778069050695, 0.000145014559967819, 0.0381816937675899, -0.0451798350445322, 0.132041154160692
1605256116790425187, 3dfb683c919460166801000000000000, 9c69a4b18f9460160f00000000000000, -0.0427642206313602, 0.0886920887444681, 0.0864913045825132, 0.999929385033764, -0.00990216286980963, 0.00394293311863963, 0.0052559865791692, -0.0427642206313602, 0.0886920887444681, 0.0864913045825132, 0.999929385033764, -0.00990216286980963, 0.00394293311863963, 0.0052559865791692, -0.047118107404067, 0.0399426091793843, 0.0013671987928527, -0.000780093760121488, -0.00112999792606491, 0.000180811308960409, 0.0406136328370387, -0.0466687857626881, 0.132300131856895
1605256119890380269, 186ee6f1919460169e02000000000000, 9c69a4b18f9460160f00000000000000, -0.0415458907161905, 0.0849419385025304, 0.0867150084121516, 0.999931452373064, -0.00969468800998556, 0.00415954068714736, 0.00507954729843863, -0.0415458907161905, 0.0849419385025304, 0.0867150084121516, 0.999931452373064, -0.00969468800998556, 0.00415954068714736, 0.00507954729843863, -0.0479672953967711, 0.0367200593804858, 0.00118511631014504, -0.000893080446479273, -0.00128823394130972, 0.000220329834269918, 0.042924324051805, -0.0481000017164583, 0.132379437504439
1605256122990333206, 3623a2ab92946016d503000000000000, 9c69a4b18f9460160f00000000000000, -0.0421837770528321, 0.0852981988861829, 0.0856084901346553, 0.999937314672545, -0.00916721011447205, 0.00435579562263836, 0.00472821622509977, -0.0421837770528321, 0.0852981988861829, 0.0856084901346553, 0.999937314672545, -0.00916721011447205, 0.00435579562263836, 0.00472821622509977, -0.0465571390485911, 0.032243662598202, -0.000833624225859293, -0.00100763191063944, -0.00144057210414499, 0.000258190709180789, 0.0446683337387056, -0.0492636818109249, 0.132408673129304
1605256126090275890, 1aecf862939460160d05000000000000, 9c69a4b18f9460160f00000000000000, -0.0370184731270244, 0.0861763435781853, 0.0858146863548521, 0.999934708379339, -0.00913398892817345, 0.0049441909246176, 0.00476489251583388, -0.0370184731270244, 0.0861763435781853, 0.0858146863548521, 0.999934708379339, -0.00913398892817345, 0.0049441909246176, 0.00476489251583388, -0.0370106781314741, 0.0348631922244098, 0.0018849535778537, -0.00111215663512733, -0.00158991687444962, 0.000299564940479534, 0.0463595040016331, -0.0504989873015629, 0.132422145030721
1605256129190222865, e7076a1d949460164806000000000000, 9c69a4b18f9460160f00000000000000, -0.0409130694664791, 0.0809415808337607, 0.0886172791156611, 0.999938999303641, -0.00876982293226227, 0.00491002187762117, 0.00458034524133907, -0.0409130694664791, 0.0809415808337607, 0.0886172791156611, 0.999938999303641, -0.00876982293226227, 0.00491002187762117, 0.00458034524133907, -0.0413410610564403, 0.0260595604927291, 0.0026433431788487, -0.00121659999071134, -0.00173742051165823, 0.000341558093041998, 0.0480544828738937, -0.0516408170411608, 0.132589343000147
1605256130390209085, 566f4e6294946016bd06000000000000, 9c69a4b18f9460160f00000000000000, -0.0384553056033516, 0.0809839537455847, 0.0894314789302478, 0.999937679310288, -0.00881127729740959, 0.0051702360078093, 0.00450194930753371, -0.0384553056033516, 0.0809839537455847, 0.0894314789302478, 0.999937679310288, -0.00881127729740959, 0.0051702360078093, 0.00450194930753371, -0.0361908996521906, 0.0277193794496651, 0.00299589158636788, -0.00125238799948382, -0.00179532837754749, 0.000358264230119281, 0.048623223671368, -0.0521449675484778, 0.132682393459694
1605256131290192252, 99976b63959460164231000000000000, 9c69a4b18f9460160f00000000000000, -0.0390185598089384, 0.0782430512288842, 0.0911138515696602, 0.99993936751504, -0.00865280839117975, 0.00519436684020195, 0.0044055367094357, -0.0390185598089384, 0.0782430512288842, 0.0911138515696602, 0.99993936751504, -0.00865280839117975, 0.00519436684020195, 0.0044055367094357, -0.0368301395965147, 0.0260914159997939, 0.00340322936773702, -0.00128299206104968, -0.00183431054798261, 0.000370183899027883, 0.0490452837347208, -0.0524266474297375, 0.132724369641627
1605256132390176421, 39ff8964959460165a31000000000000, 9c69a4b18f9460160f00000000000000, -0.0379398121893687, 0.0781684631409434, 0.0910374399839098, 0.999938440967106, -0.00881093904160808, 0.00521962976843832, 0.00427049113799121, -0.0379398121893687, 0.0781684631409434, 0.0910374399839098, 0.999938440967106, -0.00881093904160808, 0.00521962976843832, 0.00427049113799121, -0.0351940768583031, 0.0259649853396312, 0.00128447552213243, -0.00131523883293094, -0.00188541636661669, 0.00038591053390584, 0.0496232446904216, -0.0529042544124973, 0.132823747319183
1605256133390160209, 36e59164959460166e31000000000000, 9c69a4b18f9460160f00000000000000, -0.0389625244109331, 0.08518454162513, 0.0902999232378442, 0.999938702713306, -0.00886499282335067, 0.00518776165095023, 0.00413398685601102, -0.0389625244109331, 0.08518454162513, 0.0902999232378442, 0.999938702713306, -0.00886499282335067, 0.00518776165095023, 0.00413398685601102, -0.0379440420504754, 0.0325463878934903, 0.00105792086478301, -0.00134187731117304, -0.00193106331089062, 0.00039972756484396, 0.0501426314723458, -0.0533991498116851, 0.132875158997659
